	id	pid	ms_subclass	ms_zoning	lot_area	street	lot_shape	land_contour	utilities	lot_config	land_slope	neighborhood	condition_1	condition_2	bldg_type	house_style	overall_qual	overall_cond	year_built	year_remod/add	roof_style	roof_matl	exterior_1st	exterior_2nd	mas_vnr_type	mas_vnr_area	exter_qual	exter_cond	foundation	bsmtfin_type_1	total_bsmt_sf	heating	heating_qc	central_air	electrical	1st_flr_sf	2nd_flr_sf	low_qual_fin_sf	gr_liv_area	bsmt_full_bath	bsmt_half_bath	full_bath	half_bath	bedroom_abvgr	kitchen_abvgr	kitchen_qual	totrms_abvgrd	functional	fireplaces	garage_type	garage_area	garage_qual	paved_drive	wood_deck_sf	open_porch_sf	enclosed_porch	3ssn_porch	screen_porch	pool_area	misc_val	mo_sold	yr_sold	sale_type	saleprice
841	1402	905401045	20	RL	39104	Pave	IR1	Low	AllPub	CulDSac	Sev	ClearCr	Norm	Norm	1Fam	1Story	7	7	1954	2005	Flat	Membran	Plywood	Plywood	None	0.0	TA	TA	CBlock	2	1385.0	GasA	Ex	Y	SBrkr	1363	0	0	1363	1.0	0.0	1	0	2	1	TA	5	Mod	2	Attchd	439.0	3	Y	81	0	0	0	0	0	0	4	2008	WD 	241500
842	1070	528180110	120	RL	10110	Pave	IR1	Lvl	AllPub	Inside	Gtl	NridgHt	Norm	Norm	TwnhsE	1Story	9	5	2008	2008	Hip	CompShg	MetalSd	MetalSd	BrkFace	492.0	Ex	TA	PConc	6	1858.0	GasA	Ex	Y	SBrkr	1866	0	0	1866	1.0	0.0	2	0	2	1	Ex	7	Typ	1	Attchd	870.0	3	Y	0	48	0	0	0	0	0	11	2008	New	336860
843	2696	903456060	30	RM	9786	Pave	Reg	Lvl	AllPub	Inside	Gtl	IDOTRR	Norm	Norm	1Fam	1Story	3	4	1922	1950	Hip	CompShg	Wd Sdng	Wd Sdng	None	0.0	TA	TA	BrkTil	1	1007.0	GasA	Fa	N	SBrkr	1077	0	0	1077	0.0	0.0	1	0	3	1	TA	6	Typ	1	Detchd	210.0	3	P	0	100	48	0	0	0	0	5	2006	WD 	91000
845	1562	911370520	120	RM	3811	Pave	IR1	HLS	AllPub	Inside	Mod	Crawfor	Norm	Norm	TwnhsE	1Story	7	5	2004	2005	Hip	CompShg	CemntBd	CmentBd	Stone	174.0	Gd	TA	PConc	6	1594.0	GasA	Ex	Y	SBrkr	1646	0	0	1646	1.0	1.0	2	0	2	1	Ex	5	Typ	1	Attchd	482.0	3	Y	128	53	0	0	155	0	0	7	2008	WD 	250000
846	2426	528228545	120	RL	3010	Pave	Reg	Lvl	AllPub	Inside	Gtl	Blmngtn	Norm	Norm	TwnhsE	1Story	7	5	2005	2006	Gable	CompShg	VinylSd	VinylSd	BrkFace	16.0	Gd	TA	PConc	6	1248.0	GasA	Ex	Y	SBrkr	1248	0	0	1248	0.0	0.0	2	0	2	1	Gd	5	Typ	0	Attchd	438.0	3	Y	108	0	0	0	0	0	0	3	2006	New	167240
847	1162	533208140	120	FV	3435	Pave	IR1	Lvl	AllPub	Corner	Gtl	Somerst	Norm	Norm	TwnhsE	1Story	7	5	2004	2005	Gable	CompShg	MetalSd	MetalSd	None	0.0	Gd	TA	PConc	6	1235.0	GasA	Ex	Y	SBrkr	1245	0	0	1245	0.0	0.0	2	0	1	1	Gd	5	Typ	0	Attchd	495.0	3	Y	0	100	0	0	0	0	0	6	2008	WD 	178000
848	1874	534178010	20	RL	10800	Pave	Reg	Lvl	AllPub	Inside	Gtl	NWAmes	Norm	Norm	1Fam	1Story	6	5	1963	1963	Gable	CompShg	HdBoard	HdBoard	BrkFace	203.0	TA	TA	CBlock	4	1052.0	GasA	TA	Y	SBrkr	1052	0	0	1052	1.0	0.0	1	0	3	1	TA	6	Typ	0	Attchd	311.0	3	Y	0	133	0	0	0	0	0	2	2007	COD	127000
849	111	534129040	20	RL	10456	Pave	IR1	Lvl	AllPub	Inside	Gtl	NWAmes	Norm	Norm	1Fam	1Story	6	6	1967	1967	Hip	CompShg	HdBoard	HdBoard	BrkFace	120.0	TA	TA	CBlock	6	1829.0	GasA	Gd	Y	SBrkr	1829	0	0	1829	1.0	0.0	2	0	4	1	TA	8	Typ	0	Attchd	535.0	3	Y	0	76	0	0	0	0	0	5	2010	WD 	218500
850	1207	534277070	20	RL	8475	Pave	IR1	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	1Fam	1Story	4	7	1956	1956	Gable	CompShg	VinylSd	VinylSd	None	0.0	TA	TA	CBlock	5	952.0	GasA	Ex	Y	FuseA	952	0	0	952	0.0	0.0	1	0	2	1	TA	4	Typ	0	Detchd	283.0	3	Y	0	0	0	0	0	0	0	4	2008	WD 	135750
851	140	535152050	20	RL	8197	Pave	Reg	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	1Fam	1Story	7	5	2003	2009	Gable	CompShg	VinylSd	VinylSd	BrkFace	506.0	Gd	TA	PConc	6	1480.0	GasA	Ex	Y	SBrkr	1480	0	0	1480	1.0	0.0	2	0	3	1	Gd	7	Typ	0	Attchd	620.0	3	Y	252	73	0	0	0	0	300	2	2010	WD 	214000
852	545	531382070	20	RL	10994	Pave	IR1	Lvl	AllPub	Corner	Gtl	SawyerW	Norm	Norm	1Fam	1Story	8	5	2005	2006	Gable	CompShg	VinylSd	VinylSd	Stone	366.0	Gd	TA	PConc	6	1844.0	GasA	Ex	Y	SBrkr	1844	0	0	1844	1.0	0.0	2	0	2	1	Gd	7	Typ	1	Attchd	620.0	3	Y	165	44	0	0	0	0	0	9	2009	COD	257000
853	1338	903228040	50	RM	6000	Pave	Reg	Lvl	AllPub	Inside	Gtl	BrkSide	Norm	Norm	1Fam	1.5Fin	6	7	1937	2000	Gable	CompShg	Wd Sdng	Wd Sdng	None	0.0	TA	Gd	BrkTil	3	825.0	GasA	Ex	Y	SBrkr	825	672	0	1497	0.0	0.0	2	0	3	1	TA	5	Typ	0	Detchd	672.0	3	Y	272	0	0	0	0	0	0	5	2008	WD 	157000
854	2873	910200020	30	RM	7288	Pave	Reg	Lvl	AllPub	Inside	Gtl	IDOTRR	Artery	Norm	1Fam	1Story	5	6	1942	1950	Gable	CompShg	MetalSd	MetalSd	None	0.0	TA	TA	CBlock	3	976.0	GasA	TA	N	SBrkr	976	0	0	976	1.0	0.0	1	0	2	1	TA	5	Typ	0	Detchd	215.0	3	N	160	0	0	0	0	0	0	8	2006	WD 	102000
855	924	909277100	30	RL	13360	Pave	IR1	HLS	AllPub	Inside	Gtl	Crawfor	Norm	Norm	1Fam	1Story	5	7	1921	2006	Gable	CompShg	Wd Sdng	Wd Sdng	None	0.0	TA	Gd	BrkTil	5	876.0	GasA	Ex	Y	SBrkr	964	0	0	964	1.0	0.0	1	0	2	1	TA	5	Typ	0	Detchd	432.0	3	Y	0	0	44	0	0	0	0	8	2009	WD 	163500
856	844	907180130	20	RL	10335	Pave	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	1999	1999	Gable	CompShg	VinylSd	VinylSd	BrkFace	183.0	Gd	TA	PConc	6	1490.0	GasA	Ex	Y	SBrkr	1501	0	0	1501	1.0	0.0	2	0	3	1	Gd	6	Typ	0	Attchd	577.0	3	Y	144	29	0	0	0	0	0	6	2009	WD 	204000
857	901	908275110	20	RL	11767	Pave	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	1Fam	1Story	5	5	1956	1956	Hip	CompShg	HdBoard	HdBoard	BrkFace	259.0	TA	TA	CBlock	3	1150.0	GasA	Ex	Y	SBrkr	1560	0	0	1560	0.0	0.0	1	0	2	1	TA	7	Min1	1	Attchd	313.0	3	Y	0	0	0	0	0	0	0	5	2009	WD 	103500
858	2195	909176080	190	RH	10896	Pave	Reg	Bnk	AllPub	Inside	Gtl	SWISU	Feedr	Norm	2fmCon	2.5Fin	6	7	1914	1995	Hip	CompShg	VinylSd	VinylSd	None	0.0	Fa	TA	CBlock	2	1440.0	GasA	Ex	Y	FuseA	1440	1440	515	3395	0.0	0.0	2	0	8	2	Fa	14	Typ	0	none	0.0	0	N	0	110	0	0	0	0	0	3	2007	WD 	200000
859	2081	905475270	20	RL	5400	Pave	Reg	HLS	AllPub	Inside	Gtl	SWISU	Norm	Norm	1Fam	1Story	5	5	1958	1958	Gable	CompShg	MetalSd	MetalSd	None	0.0	TA	TA	CBlock	3	864.0	GasA	TA	Y	SBrkr	864	0	0	864	0.0	1.0	1	0	3	1	TA	6	Typ	0	Attchd	399.0	3	Y	0	0	0	0	0	0	0	5	2007	WD 	118000
860	2774	907175030	20	RL	9100	Pave	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2000	2000	Gable	CompShg	VinylSd	VinylSd	BrkFace	244.0	Gd	TA	PConc	6	1525.0	GasA	Ex	Y	SBrkr	1525	0	0	1525	1.0	0.0	2	0	3	1	Gd	6	Typ	0	Attchd	541.0	3	Y	219	36	0	0	0	0	0	9	2006	WD 	235000
861	2573	535151130	90	RL	7728	Pave	Reg	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	Duplex	SLvl	5	6	1962	1962	Hip	CompShg	Wd Sdng	Wd Sdng	BrkFace	120.0	TA	TA	CBlock	5	1106.0	GasA	TA	Y	SBrkr	1190	0	0	1190	1.0	0.0	1	0	3	1	TA	6	Typ	0	Attchd	540.0	3	Y	0	18	0	0	0	0	0	5	2006	WD 	132500
862	1793	528445070	60	RL	8778	Pave	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	2Story	8	5	2006	2006	Gable	CompShg	VinylSd	VinylSd	None	0.0	Gd	TA	PConc	1	1302.0	GasA	Ex	Y	SBrkr	1302	528	0	1830	0.0	0.0	2	1	3	1	Gd	7	Typ	0	BuiltIn	859.0	3	Y	0	40	0	0	0	0	0	3	2007	WD 	221300
863	882	907414020	20	RL	8487	Pave	Reg	Lvl	AllPub	FR2	Gtl	CollgCr	Norm	Norm	1Fam	1Story	7	5	2004	2004	Gable	CompShg	VinylSd	VinylSd	BrkFace	210.0	Gd	TA	PConc	6	1500.0	GasA	Ex	Y	SBrkr	1500	0	0	1500	0.0	0.0	2	0	3	1	Gd	6	Typ	0	Attchd	570.0	3	Y	192	36	0	0	0	0	0	8	2009	WD 	190000
864	2791	907252050	60	RL	9930	Pave	IR1	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	2Story	7	5	2002	2002	Gable	CompShg	VinylSd	VinylSd	BrkFace	199.0	Gd	TA	PConc	6	826.0	GasA	Ex	Y	SBrkr	878	884	0	1762	0.0	0.0	2	1	3	1	Gd	6	Typ	0	Attchd	591.0	3	Y	320	54	0	0	0	0	0	7	2006	WD 	222000
865	297	909428280	20	RL	17500	Pave	Reg	Lvl	AllPub	Inside	Gtl	Crawfor	PosA	Norm	1Fam	1Story	7	8	1959	2002	Gable	CompShg	BrkFace	HdBoard	None	0.0	Gd	Gd	PConc	6	1902.0	GasA	TA	Y	SBrkr	1902	0	0	1902	1.0	0.0	2	0	3	1	Ex	7	Typ	2	Attchd	567.0	3	Y	0	207	162	0	0	0	0	5	2010	WD 	335000
866	509	528431070	20	RL	10206	Pave	Reg	Lvl	AllPub	Inside	Gtl	Somerst	PosN	Norm	1Fam	1Story	8	5	2008	2008	Gable	CompShg	VinylSd	VinylSd	BrkFace	294.0	Gd	TA	PConc	1	1614.0	GasA	Ex	Y	SBrkr	1658	0	0	1658	0.0	0.0	2	1	3	1	Gd	7	Typ	1	Attchd	726.0	3	Y	144	44	0	0	0	0	0	9	2009	WD 	257500
867	1115	528429080	20	RL	14587	Pave	IR1	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	1Story	9	5	2008	2008	Gable	CompShg	VinylSd	VinylSd	Stone	284.0	Gd	TA	PConc	1	1498.0	GasA	Ex	Y	SBrkr	1506	0	0	1506	0.0	0.0	2	0	2	1	Ex	6	Typ	1	Attchd	592.0	3	Y	0	174	0	0	0	0	0	8	2008	New	264132
868	773	905105190	20	RL	7800	Pave	Reg	Lvl	AllPub	Inside	Gtl	Sawyer	Norm	Norm	1Fam	1Story	5	7	1967	2004	Hip	CompShg	HdBoard	HdBoard	BrkFace	89.0	TA	TA	PConc	5	864.0	GasA	Ex	Y	SBrkr	899	0	0	899	0.0	0.0	1	0	3	1	Gd	5	Typ	0	Attchd	288.0	3	Y	64	0	0	0	0	0	0	6	2009	WD 	130000
869	732	903202170	70	RL	4960	Pave	Reg	Lvl	AllPub	Inside	Gtl	BrkSide	RRAn	Norm	1Fam	1.5Fin	5	7	1930	1982	Gable	CompShg	WdShing	Wd Shng	None	0.0	TA	TA	CBlock	1	297.0	GasA	Ex	Y	SBrkr	1001	653	0	1654	0.0	0.0	2	0	3	1	TA	7	Typ	1	Detchd	336.0	3	N	244	60	0	0	0	0	0	5	2009	WD 	137000
870	1552	910206110	30	RM	7392	Pave	Reg	Lvl	AllPub	Inside	Gtl	IDOTRR	Norm	Norm	1Fam	1Story	5	7	1930	1995	Gable	CompShg	Wd Sdng	Wd Sdng	None	0.0	TA	TA	BrkTil	1	520.0	GasA	TA	Y	FuseA	912	0	0	912	0.0	0.0	1	0	2	1	TA	5	Typ	0	Detchd	360.0	3	Y	0	90	0	0	0	0	0	5	2008	WD 	99500
871	226	905107110	90	RL	7424	Pave	IR1	Lvl	AllPub	Inside	Gtl	Sawyer	Norm	Norm	Duplex	SFoyer	5	5	1978	1978	Gable	CompShg	Plywood	Plywood	None	0.0	TA	TA	CBlock	6	1319.0	GasA	TA	Y	SBrkr	1373	0	0	1373	1.0	0.0	1	0	3	1	TA	5	Typ	2	Attchd	591.0	3	Y	0	0	0	0	0	0	0	5	2010	WD 	160250
872	2830	908188120	160	RM	2522	Pave	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	Twnhs	2Story	7	5	2004	2004	Gable	CompShg	VinylSd	VinylSd	Stone	50.0	Gd	TA	PConc	1	970.0	GasA	Ex	Y	SBrkr	970	739	0	1709	0.0	0.0	2	0	3	1	Gd	7	Maj1	0	Detchd	380.0	3	Y	0	40	0	0	0	0	0	5	2006	WD 	130000
873	2238	910202030	30	RM	3672	Pave	Reg	Lvl	AllPub	Inside	Gtl	IDOTRR	Artery	Norm	1Fam	1Story	5	7	1922	1950	Gable	CompShg	Stucco	Stucco	None	0.0	TA	TA	BrkTil	1	816.0	GasA	Ex	Y	SBrkr	816	0	0	816	0.0	0.0	1	0	2	1	TA	5	Typ	0	Detchd	100.0	2	N	0	0	96	0	0	0	0	9	2007	WD 	75200
874	982	923252075	80	RL	7706	Pave	Reg	Lvl	AllPub	Inside	Gtl	Mitchel	Norm	Norm	1Fam	SLvl	6	5	1993	1996	Gable	CompShg	HdBoard	HdBoard	None	0.0	TA	Gd	CBlock	3	384.0	GasA	Ex	Y	SBrkr	1091	0	0	1091	0.0	1.0	1	0	2	1	TA	5	Typ	0	Attchd	429.0	3	Y	280	0	0	0	0	0	700	8	2009	WD 	131250
875	1265	535426350	20	RL	12929	Pave	IR1	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	1Fam	1Story	6	6	1960	1993	Gable	CompShg	Wd Sdng	Wd Sdng	BrkFace	276.0	TA	TA	CBlock	6	1081.0	GasA	TA	Y	SBrkr	1081	0	0	1081	1.0	0.0	1	0	3	1	TA	5	Typ	0	CarPort	401.0	3	Y	36	82	0	0	0	0	0	6	2008	WD 	148000
876	559	532376070	20	RL	9316	Pave	IR1	Lvl	AllPub	Inside	Gtl	Sawyer	Norm	Norm	1Fam	1Story	5	5	1965	1965	Gable	CompShg	HdBoard	Plywood	None	0.0	TA	TA	CBlock	3	1024.0	GasA	Gd	Y	SBrkr	1020	0	0	1020	0.0	0.0	2	0	3	1	TA	5	Typ	0	Attchd	288.0	3	Y	171	0	0	0	0	0	0	5	2009	Oth	124100
877	1203	534252090	85	RL	12122	Pave	IR1	Lvl	AllPub	Corner	Gtl	NAmes	Norm	Norm	1Fam	SFoyer	7	9	1961	2007	Gable	CompShg	CemntBd	CmentBd	Stone	210.0	Ex	TA	CBlock	5	944.0	GasA	Gd	Y	SBrkr	999	0	0	999	1.0	0.0	1	0	3	1	Ex	6	Typ	0	Attchd	588.0	3	Y	144	76	0	0	0	0	0	7	2008	WD 	178400
878	2083	905476160	90	RL	7711	Pave	IR1	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	Duplex	1Story	4	3	1977	1977	Gable	CompShg	MetalSd	MetalSd	None	0.0	TA	TA	PConc	6	1440.0	GasA	TA	Y	SBrkr	1440	0	0	1440	2.0	0.0	2	0	4	2	TA	8	Typ	0	none	0.0	0	N	321	0	0	0	0	0	0	8	2007	Oth	150000
879	2130	907187060	60	RL	12352	Pave	IR2	Lvl	AllPub	CulDSac	Gtl	CollgCr	Norm	Norm	1Fam	2Story	7	5	1998	1999	Gable	CompShg	VinylSd	VinylSd	BrkFace	290.0	Gd	TA	PConc	6	853.0	GasA	Ex	Y	SBrkr	853	900	0	1753	1.0	0.0	2	1	3	1	TA	7	Typ	1	Attchd	534.0	3	Y	0	74	0	0	0	0	0	3	2007	WD 	217000
880	2455	528429060	60	RL	12447	Pave	IR1	Lvl	AllPub	Inside	Gtl	Somerst	RRAn	Norm	1Fam	2Story	8	5	2005	2006	Gable	CompShg	CemntBd	CmentBd	Stone	192.0	Gd	TA	PConc	1	1100.0	GasA	Ex	Y	SBrkr	1116	848	0	1964	0.0	0.0	2	1	3	1	Gd	8	Typ	1	BuiltIn	760.0	3	Y	200	70	0	0	0	0	0	1	2006	New	252000
881	535	531363030	20	RL	7500	Pave	Reg	Lvl	AllPub	Inside	Gtl	SawyerW	Norm	Norm	1Fam	1Story	7	5	2006	2006	Gable	CompShg	VinylSd	VinylSd	None	0.0	Gd	TA	PConc	6	1141.0	GasA	Ex	Y	SBrkr	1141	0	0	1141	1.0	0.0	1	1	3	1	Gd	6	Typ	0	Detchd	484.0	3	Y	182	0	0	0	0	0	0	6	2009	WD 	152000
882	2019	903233140	45	RM	6120	Pave	Reg	Lvl	AllPub	Corner	Gtl	BrkSide	Norm	Norm	1Fam	1.5Unf	7	8	1929	2001	Gable	CompShg	Wd Sdng	Wd Sdng	None	0.0	TA	TA	BrkTil	1	832.0	GasA	Ex	Y	FuseA	854	0	0	854	0.0	0.0	1	0	2	1	TA	5	Typ	0	Detchd	576.0	3	Y	48	112	0	0	0	0	0	7	2007	WD 	132000
883	2655	902206090	50	RM	9576	Pave	Reg	Lvl	AllPub	Inside	Gtl	OldTown	Norm	Norm	1Fam	1.5Fin	6	7	1945	1950	Gable	CompShg	VinylSd	VinylSd	None	0.0	TA	TA	CBlock	3	770.0	GasA	TA	Y	SBrkr	885	297	0	1182	0.0	0.0	1	1	3	1	TA	5	Typ	0	Detchd	378.0	2	Y	0	0	0	0	0	0	0	5	2006	WD 	120000
884	2391	528120140	60	RL	9942	Pave	IR1	Lvl	AllPub	Inside	Gtl	NridgHt	Norm	Norm	1Fam	2Story	9	5	2005	2006	Gable	CompShg	MetalSd	MetalSd	BrkFace	385.0	Ex	TA	PConc	6	1606.0	GasA	Ex	Y	SBrkr	1625	466	0	2091	1.0	0.0	2	1	3	1	Ex	8	Typ	1	Attchd	521.0	3	Y	194	84	0	0	0	0	0	5	2006	New	338500
885	154	535325400	30	RL	7898	Pave	Reg	Lvl	AllPub	Corner	Gtl	NAmes	Norm	Norm	1Fam	1Story	4	7	1920	1994	Gable	CompShg	MetalSd	MetalSd	None	0.0	TA	TA	BrkTil	1	576.0	GasA	Gd	Y	SBrkr	985	0	0	985	0.0	1.0	1	0	2	1	TA	4	Typ	0	Detchd	676.0	3	N	0	0	0	0	0	0	0	4	2010	WD 	105000
886	999	527107210	60	RL	21872	Pave	IR2	HLS	AllPub	FR2	Gtl	Gilbert	Norm	Norm	1Fam	2Story	7	5	1996	1997	Gable	CompShg	HdBoard	HdBoard	None	0.0	TA	TA	PConc	6	729.0	GasA	Ex	Y	SBrkr	729	717	0	1446	0.0	1.0	2	1	3	1	TA	6	Typ	1	Attchd	406.0	3	Y	264	22	0	0	0	0	0	8	2008	WD 	175000
887	1400	905352030	60	RL	10005	Pave	Reg	Lvl	AllPub	Inside	Gtl	ClearCr	Norm	Norm	1Fam	2Story	7	5	1977	1977	Hip	CompShg	Plywood	Plywood	BrkFace	299.0	TA	TA	CBlock	4	1160.0	GasA	Ex	Y	SBrkr	1156	866	0	2022	0.0	0.0	2	1	4	1	TA	8	Typ	1	Attchd	505.0	3	Y	288	117	0	0	0	0	0	3	2008	WD 	192000
888	2807	907401080	60	RL	12393	Pave	IR2	Lvl	AllPub	FR2	Gtl	CollgCr	Norm	Norm	1Fam	2Story	7	5	2004	2005	Gable	CompShg	VinylSd	VinylSd	None	0.0	Gd	TA	PConc	1	847.0	GasA	Ex	Y	SBrkr	847	1101	0	1948	0.0	0.0	2	1	4	1	Gd	8	Typ	1	BuiltIn	434.0	3	Y	100	48	0	0	0	0	0	9	2006	WD 	195000
889	516	528456220	60	FV	9000	Pave	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	2Story	8	5	2008	2008	Gable	CompShg	VinylSd	VinylSd	None	0.0	Gd	TA	PConc	1	768.0	GasA	Ex	Y	SBrkr	786	804	0	1590	0.0	0.0	2	1	3	1	Gd	6	Typ	0	Attchd	676.0	3	Y	0	30	0	0	0	0	0	6	2009	WD 	210000
890	1753	528250070	60	RL	7875	Pave	Reg	Lvl	AllPub	Inside	Gtl	Gilbert	Norm	Norm	1Fam	2Story	7	5	2003	2003	Gable	CompShg	VinylSd	VinylSd	BrkFace	16.0	Gd	TA	PConc	1	847.0	GasA	Ex	Y	SBrkr	847	1101	0	1948	0.0	0.0	2	1	4	1	Gd	8	Typ	1	BuiltIn	434.0	3	Y	0	48	0	0	0	0	0	7	2007	WD 	211000
891	734	903226130	50	RM	6000	Pave	Reg	Lvl	AllPub	Inside	Gtl	BrkSide	Norm	Norm	1Fam	1.5Fin	4	6	1936	1950	Gable	CompShg	MetalSd	MetalSd	None	0.0	TA	TA	BrkTil	4	672.0	GasA	TA	Y	SBrkr	757	567	0	1324	0.0	0.0	1	0	3	1	TA	6	Typ	0	Detchd	240.0	3	Y	0	0	0	0	0	0	0	7	2009	WD 	128000
892	1209	534400060	20	RL	10175	Pave	IR1	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	1Fam	1Story	6	5	1964	1964	Gable	CompShg	HdBoard	Plywood	BrkFace	272.0	TA	TA	CBlock	4	1425.0	GasA	Gd	Y	SBrkr	1425	0	0	1425	0.0	0.0	2	0	3	1	TA	7	Typ	1	Attchd	576.0	3	Y	0	0	0	407	0	0	0	7	2008	WD 	180500
893	1994	902302150	190	RM	13600	Pave	Reg	Lvl	AllPub	Inside	Gtl	OldTown	Norm	Norm	2fmCon	2Story	5	5	1900	1950	Gable	CompShg	Wd Sdng	Wd Sdng	None	0.0	TA	TA	BrkTil	1	662.0	GasA	TA	N	SBrkr	1422	915	0	2337	0.0	0.0	2	0	5	2	TA	10	Min2	0	Detchd	560.0	3	Y	0	57	0	0	0	0	0	9	2007	WD 	90000
894	1901	534431020	45	RL	12172	Pave	Reg	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	1Fam	1.5Unf	5	7	1940	1996	Gable	CompShg	Wd Sdng	HdBoard	None	0.0	TA	TA	PConc	2	822.0	GasA	TA	Y	SBrkr	908	0	0	908	0.0	0.0	1	0	2	1	TA	4	Typ	0	Attchd	512.0	3	Y	284	24	0	0	192	0	0	10	2007	WD 	138500
895	2413	528218080	60	RL	10237	Pave	Reg	Lvl	AllPub	Inside	Gtl	Gilbert	RRAn	Norm	1Fam	2Story	7	5	2006	2006	Gable	CompShg	VinylSd	VinylSd	None	0.0	Gd	TA	PConc	1	738.0	GasA	Ex	Y	SBrkr	738	754	0	1492	0.0	0.0	2	1	3	1	Gd	8	Typ	0	Attchd	440.0	3	Y	0	32	0	0	0	0	0	9	2006	New	169985
896	2630	535457070	20	RL	7000	Pave	Reg	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	1Fam	1Story	5	4	1961	1961	Hip	CompShg	BrkFace	BrkFace	None	0.0	TA	TA	CBlock	6	1150.0	GasA	TA	Y	SBrkr	1150	0	0	1150	0.0	0.0	1	0	3	1	TA	6	Typ	0	Attchd	288.0	3	Y	0	0	0	0	162	0	0	7	2006	WD 	146000
897	1428	906420130	60	RL	11228	Pave	IR2	Lvl	AllPub	CulDSac	Gtl	SawyerW	Norm	Norm	1Fam	2Story	7	5	1993	1993	Gable	CompShg	VinylSd	VinylSd	None	0.0	Gd	TA	PConc	4	1080.0	GasA	Ex	Y	SBrkr	1080	1017	0	2097	0.0	1.0	2	1	3	1	Gd	9	Typ	1	Attchd	678.0	3	Y	196	187	0	0	0	0	0	12	2008	WD 	228000
898	1271	535453020	20	RL	8000	Pave	Reg	Lvl	AllPub	Inside	Gtl	NAmes	Norm	Norm	1Fam	1Story	5	6	1959	1959	Gable	CompShg	BrkFace	Wd Sdng	None	0.0	TA	TA	PConc	4	1256.0	GasA	Gd	Y	FuseA	1256	0	0	1256	1.0	0.0	1	1	3	1	Gd	6	Typ	0	Attchd	311.0	3	Y	0	240	0	0	0	0	0	5	2008	WD 	159000
899	2464	528480070	60	FV	10728	Pave	Reg	Lvl	AllPub	Inside	Gtl	Somerst	Norm	Norm	1Fam	2Story	8	5	2006	2006	Gable	CompShg	VinylSd	VinylSd	None	0.0	Gd	TA	PConc	1	1095.0	GasA	Gd	Y	SBrkr	1095	844	0	1939	0.0	0.0	2	1	3	1	Gd	8	Typ	1	Attchd	1053.0	3	Y	192	51	0	0	0	0	0	8	2006	New	266000
900	2653	902204120	50	RM	6000	Pave	Reg	Lvl	AllPub	Inside	Gtl	OldTown	Norm	Norm	1Fam	1.5Fin	5	7	1924	1950	Gable	CompShg	MetalSd	MetalSd	BrkFace	145.0	TA	Gd	PConc	1	816.0	GasA	Ex	Y	SBrkr	816	750	0	1566	0.0	0.0	1	1	5	1	Gd	7	Typ	0	Detchd	450.0	3	Y	24	0	296	0	0	0	0	8	2006	WD 	139000
901	1505	908225170	190	RL	6931	Pave	Reg	Lvl	AllPub	Inside	Gtl	Edwards	Norm	Norm	2fmCon	1Story	4	5	1955	1955	Hip	CompShg	Wd Sdng	Wd Sdng	None	0.0	TA	TA	CBlock	5	784.0	GasA	TA	N	FuseP	784	0	0	784	1.0	0.0	1	0	2	1	TA	4	Typ	0	none	0.0	0	Y	112	0	0	0	0	0	0	5	2008	WD 	91900
902	2110	906382060	20	RL	8760	Pave	Reg	Lvl	AllPub	Inside	Gtl	CollgCr	Norm	Norm	1Fam	1Story	8	5	2006	2006	Gable	CompShg	VinylSd	VinylSd	BrkFace	132.0	Gd	TA	PConc	6	1489.0	GasA	Ex	Y	SBrkr	1500	0	0	1500	0.0	0.0	2	0	3	1	Gd	7	Typ	1	Attchd	674.0	3	Y	144	38	0	0	0	0	0	6	2007	WD 	212999
903	2386	528116030	20	RL	16033	Pave	IR1	Lvl	AllPub	FR2	Gtl	NridgHt	Norm	Norm	1Fam	1Story	9	5	2004	2005	Hip	CompShg	VinylSd	VinylSd	BrkFace	378.0	Gd	TA	PConc	6	1833.0	GasA	Ex	Y	SBrkr	1850	0	0	1850	1.0	0.0	2	0	3	1	Gd	8	Typ	1	Attchd	772.0	3	Y	519	112	0	0	0	0	0	3	2006	WD 	326000
