	id	lot_area	mas_vnr_area	total_bsmt_sf	1st_flr_sf	2nd_flr_sf	gr_liv_area	bsmt_full_bath	full_bath	half_bath	totrms_abvgrd	fireplaces	garage_area	wood_deck_sf	open_porch_sf	age	years_reno	overall_qual_10	overall_qual_2	overall_qual_3	overall_qual_4	overall_qual_5	overall_qual_6	overall_qual_7	overall_qual_8	overall_qual_9	bldg_type_2fmCon	bldg_type_Duplex	bldg_type_Twnhs	bldg_type_TwnhsE	bsmtfin_type_1_1	bsmtfin_type_1_2	bsmtfin_type_1_3	bsmtfin_type_1_4	bsmtfin_type_1_5	bsmtfin_type_1_6	paved_drive_P	paved_drive_Y	kitchen_qual_Fa	kitchen_qual_Gd	kitchen_qual_TA	exter_qual_Fa	exter_qual_Gd	exter_qual_TA	garage_qual_1	garage_qual_2	garage_qual_3	garage_qual_4	garage_qual_5	gr_liv_area*total_basement_sf	age*years_reno	gr_liv_area**2
226	1463	11250	0.0	1128	1149	1141	2290	0	2	1	9	1	779	0	0	6	6	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2583120	2583120	5244100
227	1792	9605	0.0	982	982	995	1977	0	2	1	7	0	574	240	53	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1941414	1941414	3908529
228	923	14680	0.0	1273	1273	0	1273	0	1	0	5	0	307	483	0	49	49	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1620529	1620529	1620529
229	500	10208	921.0	1264	1277	1067	2344	0	2	1	7	1	889	220	0	13	12	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2962816	2962816	5494336
230	1408	19550	0.0	1580	1518	0	1518	1	1	0	5	2	0	0	39	68	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	2398440	2398440	2304324
231	331	1491	0.0	630	630	0	630	1	1	0	3	0	0	96	24	38	38	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	396900	396900	396900
232	170	4800	771.0	709	1157	687	1844	1	1	0	9	2	240	84	0	110	56	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1307396	1307396	3400336
233	2192	8172	0.0	768	768	0	768	0	1	0	4	1	355	0	0	52	52	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	589824	589824	589824
234	2571	25419	0.0	1360	1360	1360	3112	1	2	0	8	1	795	0	16	88	16	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	4232320	4232320	9684544
235	2314	13031	0.0	691	691	807	1498	0	2	1	6	1	409	315	44	11	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1035118	1035118	2244004
236	2647	5633	0.0	844	844	0	844	0	1	0	5	0	216	50	81	81	56	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	712336	712336	712336
237	422	14257	726.0	1776	1794	978	2772	1	3	1	10	3	754	135	64	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	4923072	4923072	7683984
238	2457	20896	0.0	2077	2097	0	2097	1	1	1	8	1	1134	192	267	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	4355469	4355469	4397409
239	1838	4230	0.0	1352	1352	0	1352	0	2	0	5	1	466	0	241	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1827904	1827904	1827904
240	2805	15611	0.0	1079	1079	840	1919	0	2	1	8	1	685	0	51	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	2070601	2070601	3682561
241	1645	10960	0.0	1284	1284	0	1284	1	2	0	5	0	480	0	0	23	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1648656	1648656	1648656
242	1711	11999	340.0	1181	1234	1140	2374	0	2	1	10	1	656	104	100	4	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	2803694	2803694	5635876
243	2825	11060	0.0	1150	1164	1150	2314	0	2	1	9	1	502	0	274	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2661100	2661100	5354596
244	322	13214	0.0	2002	2018	0	2018	0	2	0	10	1	746	144	76	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	4040036	4040036	4072324
245	2103	10235	306.0	1643	1651	0	1651	0	2	0	7	1	870	192	64	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2712593	2712593	2725801
246	342	13008	0.0	882	882	0	882	0	1	0	5	0	502	0	0	53	53	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	777924	777924	777924
247	600	7436	0.0	894	894	0	894	1	1	0	5	1	396	0	0	49	49	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	799236	799236	799236
248	488	8123	16.0	982	1007	793	1800	0	2	1	7	1	463	100	63	9	9	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1767600	1767600	3240000
249	1725	7820	362.0	1869	1869	0	1869	0	2	0	6	1	617	210	54	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3493161	3493161	3493161
250	2246	5568	473.0	1573	1625	0	1625	1	2	0	5	1	495	123	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	2556125	2556125	2640625
251	2847	8400	0.0	940	1192	403	1595	0	1	0	6	2	240	0	0	66	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1499300	1499300	2544025
252	806	9828	0.0	1128	1142	878	2020	0	2	1	8	1	466	0	155	14	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	2278560	2278560	4080400
253	530	9375	0.0	912	912	1182	2094	0	2	1	8	1	615	182	182	6	5	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1909728	1909728	4384836
254	963	11457	0.0	1392	1412	0	1412	1	2	0	6	1	576	0	0	21	21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1965504	1965504	1993744
255	2678	6120	0.0	728	728	434	1162	1	1	0	6	0	258	0	24	76	56	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	845936	845936	1350244
256	171	8800	0.0	576	792	348	1140	0	1	0	7	0	0	0	160	100	6	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	656640	656640	1299600
257	2401	20431	870.0	1848	1848	880	2728	1	2	1	10	2	706	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	5041344	5041344	7441984
258	805	10560	0.0	1079	1079	800	1879	1	2	1	8	1	473	400	100	16	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	2027441	2027441	3530641
259	2259	19958	1224.0	585	2279	0	2279	0	2	1	7	1	461	274	0	49	12	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1333215	1333215	5193841
260	1748	11084	0.0	384	744	630	1374	1	2	1	8	1	400	100	0	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	527616	527616	1887876
261	1361	10266	0.0	768	768	768	1536	0	1	1	7	0	308	0	216	56	56	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1179648	1179648	2359296
262	1677	1890	285.0	672	672	546	1218	0	1	1	7	0	264	144	28	34	34	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	818496	818496	1483524
263	1406	10452	216.0	1094	1094	0	1094	0	1	0	5	2	495	0	0	55	55	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1196836	1196836	1196836
264	2322	23257	0.0	868	887	1134	2021	0	2	1	9	1	422	0	100	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1754228	1754228	4084441
265	688	7570	420.0	780	993	813	1806	0	1	1	8	0	483	0	55	45	45	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1408680	1408680	3261636
266	143	8400	0.0	1314	1314	0	1314	1	1	0	5	0	294	250	0	53	53	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1726596	1726596	1726596
267	804	9317	137.0	740	1006	769	1775	1	2	1	7	1	425	234	72	16	16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1313500	1313500	3150625
268	1214	9020	259.0	1248	1350	0	1350	1	1	1	6	0	520	176	0	44	44	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1684800	1684800	1822500
269	2828	3675	82.0	547	1072	0	1072	1	1	0	5	0	525	0	44	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	586384	586384	1149184
270	1999	7200	0.0	1214	1260	1031	2291	0	2	0	9	1	506	0	0	97	9	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	2781274	2781274	5248681
271	2467	8125	0.0	770	778	798	1576	0	2	1	6	0	614	0	50	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1213520	1213520	2483776
272	2665	7200	0.0	596	998	764	1762	1	1	1	8	0	576	36	0	86	56	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1050152	1050152	3104644
273	1538	14100	632.0	728	1968	1479	3447	0	3	1	11	2	1014	314	12	73	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	2509416	2509416	11881809
274	398	7038	0.0	864	864	0	864	1	1	0	5	0	576	210	0	39	39	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	746496	746496	746496
275	2822	16133	0.0	1176	1176	0	1176	1	1	0	5	0	360	0	92	37	37	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1382976	1382976	1382976
276	2157	4435	170.0	848	848	0	848	1	1	0	3	0	420	140	0	4	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	719104	719104	719104
277	1856	16157	0.0	1360	1432	0	1432	1	1	1	5	1	588	168	180	29	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1947520	1947520	2050624
278	1269	7200	0.0	0	1048	0	1048	0	1	0	7	0	420	0	27	58	58	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1098304
279	2570	9000	0.0	936	1128	0	1128	0	1	0	5	0	286	0	0	52	52	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1055808	1055808	1272384
280	2320	10463	0.0	893	901	900	1801	0	2	1	8	1	800	0	116	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1608293	1608293	3243601
281	1517	12155	0.0	672	810	672	1482	0	2	0	7	0	400	0	0	83	58	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	995904	995904	2196324
282	2304	10712	0.0	974	974	0	974	0	1	0	5	0	0	0	28	16	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	948676	948676	948676
283	1312	9143	0.0	346	709	308	1017	0	1	0	5	0	308	0	0	108	5	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	351882	351882	1034289
284	2012	6000	0.0	735	869	349	1218	0	1	0	6	1	440	0	0	66	57	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	895230	895230	1483524
285	506	29959	0.0	973	979	871	1850	0	2	1	7	1	467	168	98	15	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1800050	1800050	3422500
286	2865	16560	0.0	952	1170	1175	2345	0	2	1	9	1	360	0	0	74	56	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	2232440	2232440	5499025
287	2367	1953	408.0	483	483	504	987	0	1	1	5	0	264	72	0	33	33	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	476721	476721	974169
288	554	9000	0.0	784	784	0	784	0	1	0	5	0	360	0	0	81	59	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	614656	614656	614656
289	238	9571	0.0	1144	1144	0	1144	1	1	0	6	0	596	44	0	54	54	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1308736	1308736	1308736
290	1954	8700	53.0	920	888	0	888	0	1	0	5	0	240	0	0	46	46	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	816960	816960	788544
291	2488	8927	0.0	0	1286	368	1654	0	2	0	10	0	528	0	0	29	29	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	2735716
292	2291	1890	0.0	546	546	546	1092	0	1	1	6	0	286	0	0	31	31	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	596232	596232	1192464
293	1969	7000	0.0	0	925	0	925	0	1	0	7	0	300	0	0	46	46	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	855625
294	2725	14175	0.0	1188	1437	0	1437	1	1	1	6	1	576	304	0	50	19	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1707156	1707156	2064969
295	1482	4426	147.0	848	848	0	848	1	1	0	3	1	420	149	0	4	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	719104	719104	719104
296	2763	9316	532.0	784	784	812	1596	0	2	1	6	0	610	144	45	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1251264	1251264	2547216
297	503	9085	286.0	1070	1094	967	2061	1	2	1	7	1	647	296	102	14	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	2205270	2205270	4247721
298	1584	11202	206.0	1432	1440	0	1440	1	2	0	7	1	467	185	95	5	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	2062080	2062080	2073600
299	1531	9650	0.0	784	819	784	1603	0	1	0	7	1	599	0	217	85	58	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1256752	1256752	2569609
300	2210	7136	423.0	979	979	979	1958	0	2	0	8	0	492	0	0	61	57	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1916882	1916882	3833764
301	459	7390	308.0	1884	1884	0	1884	1	2	0	6	1	649	231	90	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	3549456	3549456	3549456
302	556	7064	153.0	980	980	0	980	0	1	0	6	0	484	192	0	32	32	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	960400	960400	960400
303	1347	6120	0.0	1100	1226	676	1902	0	2	0	7	0	576	0	139	85	58	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	2092200	2092200	3617604
304	1290	4800	0.0	672	672	0	672	0	1	0	4	0	256	0	0	68	58	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	451584	451584	451584
305	1388	9000	0.0	1006	1006	0	1006	0	1	0	5	0	0	0	24	49	49	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1012036	1012036	1012036
306	1571	164660	0.0	1499	1619	167	1786	2	2	0	7	2	529	670	0	43	43	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	2677214	2677214	3189796
307	2754	6762	0.0	1286	1294	0	1294	0	2	0	6	1	662	168	55	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1664084	1664084	1674436
308	765	10547	0.0	1152	1152	0	1152	2	2	0	6	0	252	0	0	31	31	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1327104	1327104	1327104
309	2494	13052	0.0	1024	1024	0	1024	0	1	1	5	0	308	0	0	41	41	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1048576	1048576	1048576
310	2870	15600	405.0	1168	1278	1037	2315	1	2	0	9	3	342	0	0	56	43	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	2703920	2703920	5359225
311	7	4920	0.0	1338	1338	0	1338	1	2	0	6	0	582	0	0	9	9	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1790244	1790244	1790244
312	1114	13253	128.0	1578	1578	0	1578	1	2	0	7	1	642	0	26	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	2490084	2490084	2490084
313	2418	11631	236.0	1052	1052	1321	2373	0	2	1	9	1	632	120	46	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2496396	2496396	5631129
314	291	7200	0.0	0	862	1788	2650	0	3	0	10	0	0	0	0	43	43	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	7022500
315	18	11394	350.0	1856	1856	0	1856	1	1	1	8	1	834	113	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	3444736	3444736	3444736
316	39	10159	450.0	1930	1940	0	1940	1	2	1	8	1	606	168	95	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	3744200	3744200	3763600
317	1001	6264	0.0	1664	1682	0	1682	1	1	1	6	1	528	0	0	11	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	2798848	2798848	2829124
318	2442	8738	302.0	975	1005	1286	2291	0	2	1	8	1	429	192	0	7	7	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2233725	2233725	5248681
319	616	7015	161.0	709	979	224	1203	1	1	0	5	1	352	0	0	59	59	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	852927	852927	1447209
320	2680	6240	0.0	0	672	240	912	0	1	0	3	0	0	0	0	59	56	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	831744
321	1414	8405	0.0	861	961	406	1367	1	1	0	7	0	384	0	130	108	58	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1176987	1176987	1868689
322	289	5000	0.0	1026	1026	665	1691	0	2	0	6	1	308	0	0	86	60	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1734966	1734966	2859481
323	40	12883	256.0	1544	1544	0	1544	0	2	0	7	0	868	0	35	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	2383936	2383936	2383936
324	860	7200	0.0	894	894	0	894	0	1	0	6	0	600	215	0	37	37	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	799236	799236	799236
325	409	4928	0.0	958	958	0	958	0	2	0	5	0	440	0	60	33	33	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	917764	917764	917764
326	673	8712	0.0	992	1306	0	1306	1	1	0	5	0	756	0	0	52	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1295552	1295552	1705636
327	2427	3010	14.0	1142	1142	0	1142	0	2	0	6	0	440	90	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1304164	1304164	1304164
328	2036	9780	0.0	976	976	976	1952	0	1	1	8	2	299	285	0	57	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1905152	1905152	3810304
329	2564	9462	0.0	704	1024	704	1728	0	1	1	7	1	234	245	60	57	33	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1216512	1216512	2985984
330	642	9482	657.0	1866	1866	0	1866	0	2	0	8	0	495	0	0	51	51	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	3481956	3481956	3481956
331	1008	14067	194.0	836	851	858	1709	1	2	1	7	0	416	0	40	17	17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1428724	1428724	2920681
332	1908	11345	567.0	928	928	992	1920	0	2	0	10	0	400	0	0	59	57	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1781760	1781760	3686400
333	2519	3760	0.0	1235	1235	0	1235	1	1	0	4	3	484	133	78	26	26	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1525225	1525225	1525225
334	1369	10320	0.0	451	759	0	759	0	1	0	5	0	576	40	0	96	17	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	342309	342309	576081
335	2855	7588	0.0	793	901	901	1802	0	1	1	9	1	216	0	0	86	56	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1428986	1428986	3247204
336	712	8520	0.0	624	792	0	792	0	1	0	5	0	287	0	0	86	59	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	494208	494208	627264
337	1943	14190	0.0	925	1000	544	1544	0	2	0	7	0	0	231	0	117	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1428200	1428200	2383936
338	1958	11664	206.0	1082	1082	0	1082	0	1	0	5	1	240	0	130	59	57	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1170724	1170724	1170724
339	107	4420	0.0	728	788	0	788	1	1	0	3	1	484	133	42	30	30	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	573664	573664	620944
340	2295	33983	0.0	1160	1676	0	1676	1	1	1	6	2	672	690	90	30	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1944160	1944160	2808976
